140, -19484
141, -1335
142, -12194
143, 253
144, -8165
145, 3054
146, -4894
147, 5932
148, -6607
149, 5514
150, -6561
151, 5853
152, -5747
153, 7922
154, -3643
155, 12256
156, -5564
157, 13829
158, -10431
159, 10711
160, -16176
161, 3897
162, -16806
163, -950
164, -12587
165, -1011
166, -6183
167, 3083
168, -3152
169, 6682
170, -3814
171, 7628
172, -5971
173, 6886
174, -6044
175, 7888
176, -5135
177, 10523
178, -5684
179, 12264
180, -9676
181, 9500
182, -14450
183, 3466
184, -15626
185, -1381
186, -11416
187, -1421
188, -5171
189, 2713
190, -1415
191, 7286
192, -2157
193, 8836
194, -5130
195, 7861
196, -6901
197, 7442
198, -6554
199, 9003
200, -6686
201, 10085
202, -9249
203, 8056
204, -13050
205, 2944
206, -14034
207, -1636
208, -10545
209, -1897
210, -4322
211, 2573
212, -409
213, 7739
214, -1145
215, 9924
216, -4928
217, 8754
218, -7786
219, 7088
220, -8097
221, 7196
222, -7665
223, 7945
224, -8963
225, 6802
226, -11665
227, 2511
228, -12593
229, -1620
230, -9567
231, -1894
232, -3710
233, 2595
234, 221
235, 8287
236, -565
237, 10736
238, -4831
239, 9414
240, -8612
241, 6657
242, -9627
243, 5420
244, -8682
245, 5892
246, -8717
247, 5349
248, -10291
249, 2400
250, -11004
251, -1133
252, -8448
253, -1435
254, -3423
255, 2669
256, 483
257, 8482
258, -230
259, 11453
260, -4991
261, 9891
262, -9443
263, 6104
264, -10927
265, 3782
266, -9423
267, 3890
268, -8224
269, 4176
270, -8736
271, 2383
272, -9310
273, -278
274, -7391
275, -694
276, -3245
277, 2930
278, 350
279, 8601
280, -322
281, 11606
282, -5041
283, 10143
284, -10287
285, 5691
286, -11972
287, 2320
288, -10163
289, 1930
290, -7626
291, 2832
292, -7114
293, 2509
294, -7520
295, 752
296, -6500
297, 388
298, -3183
299, 3347
300, -104
301, 8473
302, -562
303, 11592
304, -5310
305, 10084
306, -10777
307, 5104
308, -12759
309, 1033
310, -10673
311, 298
312, -7118
313, 1731
314, -5371
315, 2688
316, -5687
317, 2012
318, -5607
319, 1594
320, -3470
321, 3726
322, -989
323, 8187
324, -1407
325, 11142
326, -5651
327, 9599
328, -10999
329, 4588
330, -13219
331, -72
332, -10878
333, -1197
334, -6530
335, 902
336, -3828
337, 2887
338, -3852
339, 3146
340, -4623
341, 2909
342, -3870
343, 4332
344, -2084
345, 7685
346, -2203
347, 10254
348, -5952
349, 8986
350, -11013
351, 3820
352, -13288
353, -1037
354, -10890
355, -2388
356, -5899
357, 218
358, -2370
359, 3349
360, -2217
361, 4600
362, -3841
363, 4188
364, -4439
365, 4664
366, -3493
367, 7050
368, -3423
369, 9227
370, -6237
371, 8096
372, -10667
373, 3288
374, -12930
375, -1687
376, -10676
377, -3144
378, -5311
379, -355
380, -1202
381, 3856
382, -962
383, 5865
384, -3171
385, 5611
386, -4967
387, 5035
388, -4949
389, 6280
390, -4666
391, 7848
392, -6632
393, 6921
394, -10204
395, 2784
396, -12197
397, -2070
398, -10147
399, -3691
400, -4748
401, -458
402, -262
403, 4431
404, 168
405, 7183
406, -2620
407, 6709
408, -5673
409, 5194
410, -6455
411, 5088
412, -6012
413, 6126
414, -6833
415, 5691
416, -9409
417, 2263
418, -11121
419, -2100
420, -9469
421, -3661
422, -4276
423, -567
424, 228
425, 4772
426, 893
427, 8296
428, -2391
429, 7842
430, -6409
431, 5327
432, -7894
433, 3978
434, -7274
435, 4233
436, -7039
437, 4333
438, -8418
439, 1967
440, -9870
441, -1768
442, -8354
443, -3270
444, -3896
445, -400
446, 592
447, 5104
448, 1283
449, 8858
450, -2480
451, 8606
452, -7066
453, 5438
454, -9152
455, 2851
456, -8329
457, 2503
458, -7045
459, 2702
460, -7370
461, 1677
462, -8269
463, -1006
464, -7163
465, -2369
466, -3494
467, 79
468, 603
469, 5255
470, 1192
471, 9289
472, -2432
473, 9030
474, -7581
475, 5389
476, -10368
477, 1738
478, -9308
479, 760
480, -6961
481, 1401
482, -5974
483, 1450
484, -6527
485, -216
486, -6161
487, -1392
488, -3379
489, 641
490, 126
491, 5298
492, 731
493, 9192
494, -2657
495, 9032
496, -8099
497, 5106
498, -11053
499, 771
500, -10007
501, -764
502, -6774
503, 207
504, -4733
505, 1317
506, -4812
507, 675
508, -4994
509, -181
510, -3315
511, 1300
512, -636
513, 5335
514, 97
515, 9034
516, -3125
517, 8771
518, -8214
519, 4736
520, -11576
521, -154
522, -10462
523, -2116
524, -6685
525, -754
526, -3545
527, 1339
528, -3084
529, 1789
530, -3875
531, 1286
532, -3401
533, 2049
534, -1638
535, 5273
536, -987
537, 8353
538, -3501
539, 8218
540, -8396
541, 4226
542, -11656
543, -895
544, -10637
545, -3177
546, -6370
547, -1575
548, -2475
549, 1363
550, -1486
551, 3012
552, -2769
553, 2660
554, -3560
555, 2800
556, -2729
557, 4857
558, -2200
559, 7473
560, -4101
561, 7431
562, -8247
563, 3617
564, -11415
565, -1458
566, -10507
567, -4008
568, -6012
569, -2189
570, -1538
571, 1647
572, -180
573, 4019
574, -1909
575, 4073
576, -3687
577, 3464
578, -4004
579, 4285
580, -3483
581, 6270
582, -4751
583, 6232
584, -8054
585, 3045
586, -10731
587, -1805
588, -9914
589, -4389
590, -5496
591, -2630
592, -762
593, 1783
594, 814
595, 5146
596, -1142
597, 5446
598, -4037
599, 4127
600, -5197
601, 3743
602, -4833
603, 4757
604, -5289
605, 5044
606, -7651
607, 2313
608, -9837
609, -1967
610, -9237
611, -4459
612, -4834
613, -2706
614, -58
615, 1987
616, 1602
617, 6054
618, -707
619, 6681
620, -4453
621, 4676
622, -6454
623, 3133
624, -6281
625, 3170
626, -5935
627, 3444
628, -7121
629, 1786
630, -8820
631, -1694
632, -8188
633, -4033
634, -4425
635, -2515
636, 223
637, 2274
638, 2168
639, 6694
640, -474
641, 7504
642, -4871
643, 5071
644, -7666
645, 2389
646, -7518
647, 1651
648, -6239
649, 1850
650, -6265
651, 1231
652, -7351
653, -1344
654, -7094
655, -3388
656, -3998
657, -2017
658, 299
659, 2676
660, 2090
661, 7046
662, -347
663, 8057
664, -5336
665, 5236
666, -8712
667, 1578
668, -8566
669, -15
670, -6644
671, 377
672, -5342
673, 527
674, -5764
675, -865
676, -5778
677, -2417
678, -3621
679, -1292
680, 81
681, 2814
682, 1793
683, 7264
684, -579
685, 8200
686, -5722
687, 5225
688, -9547
689, 786
690, -9555
691, -1422
692, -6790
693, -878
694, -4377
695, 170
696, -4079
697, -291
698, -4502
699, -1149
700, -3150
701, -506
702, -457
703, 3080
704, 1139
705, 7162
706, -1100
707, 8068
708, -6054
709, 4795
710, -10058
711, -44
712, -10083
713, -2790
714, -6839
715, -2085
716, -3457
717, -31
718, -2436
719, 628
720, -3081
721, 138
722, -2847
723, 482
724, -1239
725, 3085
726, -5
727, 6602
728, -1539
729, 7650
730, -6117
731, 4548
732, -10204
733, -640
734, -10233
735, -3841
736, -6760
